game_id,date,month,day_of_week,hour,start_time,end_time,my_color,my_rating,opp_rating,rating_diff,result,win,loss,draw,opening,my_accuracy,opp_accuracy,moves
86,2026-04-28,April,Tuesday,0,,2026-04-28 00:49:55,white,594,593,1,win,1,0,0,Queens Pawn Opening Accelerated London System,68.44,61.59,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... f6 4. Bd3 4... e5 5. Bg3 5... exd4 6. exd4 6... Nxd4 7. Nf3 7... Bg4 8. O-O 8... Nxf3+ 9. gxf3 9... Bh3 10. Re1+ 10... Be7 11. Nc3 11... d4 12. Nb5 12... Rc8 13. Nxa7 13... Ra8 14. Nb5 14... Kf7 15. Re4 15... Bc5 16. Qe1 16... Bf5 17. Bc4+ 17... Kg6 18. Rg4+ 18... Bxg4 19. Bd3+ 19... Bf5 20. Bxc7 20... Qf8 21. Bxf5+ 21... Kxf5 22. Qe4+ 22... Kg5 23. Bf4+ 23... Kh5 24. Qf5+ 24... g5 25. Qg4+ 25... Kh6 26. Bd2 26... Qg7 27. f4 27... gxf4 28. Bxf4+ 28... Qg5 29. Bxg5+ 29... fxg5 30. Nxd4
87,2026-04-28,April,Tuesday,1,,2026-04-28 01:09:38,black,600,509,91,win,1,0,0,Ruy Lopez Opening Berlin Defense 4.d3 Bc5,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... Nf6 4. d3 4... Bc5 5. h3 5... Nd4 6. Nxe5 6... Nxb5 7. Bg5 7... Be7 8. Qf3 8... O-O 9. h4 9... d6 10. Ng4 10... Nxg4 11. Bxe7 11... Qxe7 12. h5 12... Ne5 13. Qg3 13... h6 14. Rh4 14... g5 15. Rh2 15... Nd4 16. Na3 16... f6 17. c3 17... Ndc6 18. d4 18... Ng4 19. Rh1 19... Qxe4+ 20. Kf1 20... Re8 21. Re1 21... Qxe1#
88,2026-04-28,April,Tuesday,1,,2026-04-28 01:36:34,black,608,610,-2,win,1,0,0,Queens Pawn Opening Zukertort Chigorin Variation 3.e3,,,1. d4 1... Nc6 2. Nf3 2... d5 3. e3 3... a6 4. Ne5 4... Be6 5. Nxc6 5... bxc6 6. Bd3 6... Nf6 7. O-O 7... Qd6 8. g3 8... Bh3 9. Re1 9... e5 10. dxe5 10... Qxe5 11. e4 11... dxe4 12. Qe2 12... Bd6 13. Bxe4 13... O-O 14. Bxc6 14... Rae8 15. Bxe8 15... Rxe8 16. Nc3 16... g6 17. Bf4 17... Qc5 18. Qxa6 18... Re6 19. Qc8+ 19... Kg7 20. Be3 20... Qc6 21. Rad1 21... Qg2#
89,2026-04-28,April,Tuesday,21,,2026-04-28 21:15:12,white,615,569,46,win,1,0,0,Queens Pawn Opening 1...c6,92.09,81.02,1. d4 1... c6 2. Bf4 2... d6 3. e3 3... Bf5 4. Bd3 4... Bxd3 5. Qxd3 5... Nf6 6. Nf3 6... e5 7. dxe5 7... dxe5 8. Qxd8+ 8... Kxd8 9. Nxe5 9... Rg8 10. O-O 10... Bc5 11. Nc3 11... Ke7 12. Rad1 12... Re8 13. Nc4 13... Kf8 14. Rd2 14... b5 15. Nd6 15... Bxd6 16. Bxd6+ 16... Kg8 17. Rfd1 17... h6 18. h4 18... Nd5 19. Nxd5 19... cxd5 20. Rxd5 20... b4 21. Bxb4 21... Nc6 22. Bc3 22... a5 23. b3 23... Rad8 24. g3 24... Rxd5 25. Rxd5 25... Rd8 26. Rxd8+ 26... Nxd8 27. Bxa5 27... Ne6 28. a4 28... Nc5 29. Bd2 29... Ne4 30. Be1 30... g5 31. hxg5 31... hxg5 32. a5 32... Nc5 33. b4 33... Na4 34. a6 34... Nb6 35. a7 35... Kf8 36. b5 36... Ke8 37. Ba5 37... Na8 38. b6 38... Kd8 39. b7+ 39... Nc7 40. b8=Q+ 40... Kd7 41. Qxc7+
90,2026-04-28,April,Tuesday,21,,2026-04-28 21:45:16,black,622,561,61,win,1,0,0,Queens Pawn Opening Accelerated London System 2...Bf5,,,1. d4 1... d5 2. Bf4 2... Bf5 3. c3 3... e6 4. h3 4... Nf6 5. Nf3 5... Ne4 6. e3 6... Bd6 7. Ne5 7... Qe7 8. Be2 8... O-O 9. g4 9... Bg6 10. Nxg6 10... fxg6 11. Nd2 11... Qh4 12. Rh2 12... Bxf4 13. Nf3 13... Qe7 14. Rg2 14... Bd6 15. Bd3 15... c5 16. Qe2 16... c4 17. Bc2 17... Nc6 18. Kd1 18... e5 19. Rc1 19... a5 20. Ba4 20... Ra6 21. Bxc6 21... bxc6 22. a4 22... Rb6 23. Ra1 23... Qb7 24. Ra2 24... Nxc3+
91,2026-04-28,April,Tuesday,22,,2026-04-28 22:07:15,white,622,845,-223,win,1,0,0,Indian Game 2.Bf4 d6 3.e3 g6,,,1. d4 1... g6 2. Bf4 2... d6 3. e3 3... Nf6 4. Bd3 4... Bg7 5. Nf3 5... O-O 6. Bc4 6... Be6 7. Bxe6 7... fxe6 8. Ng5 8... Qd7 9. Nc3 9... Nc6 10. Qg4 10... Na5 11. Qd1 11... Nc6 12. Qf3 12... Nd5 13. O-O-O 13... Nxc3 14. bxc3 14... e5 15. Qh3 15... exf4 16. Qxh7#
92,2026-04-28,April,Tuesday,22,,2026-04-28 22:36:00,black,622,845,-223,loss,0,1,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6 4.e3,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Nf6 4. Nf3 4... Bf5 5. Bd3 5... Qd7 6. Nc3 6... e6 7. Ne5 7... Qc8 8. O-O 8... Bd6 9. Nxc6 9... bxc6 10. Bxd6 10... cxd6 11. Bxf5 11... exf5 12. Qf3 12... Rb8 13. Rab1 13... Ne4 14. Nxe4 14... dxe4 15. Qf4 15... O-O 16. c4 16... d5 17. cxd5 17... cxd5 18. Qe5 18... Re8 19. Qxd5 19... g6 20. f3 20... Rb7 21. b4 21... Ree7 22. a4 22... Rbc7 23. h3 23... Rc2 24. a5 24... f4 25. exf4 25... exf3 26. Qxf3 26... Ree2 27. b5 27... Qc4 28. b6 28... Qxd4+ 29. Rf2 29... Qd2 30. Rxe2 30... Rc1+ 31. Rxc1
101,2026-04-29,April,Wednesday,22,,2026-04-29 22:57:43,black,652,858,-206,loss,0,1,0,Italian Game 3...d6,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... d6 4. Nc3 4... Bg4 5. Nxe5 5... Bxd1 6. Bxf7+ 6... Ke7 7. Nd5#
100,2026-04-29,April,Wednesday,22,,2026-04-29 22:56:33,black,652,858,-206,win,1,0,0,Italian Game 3...d6,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... d6 4. Nc3 4... Bg4 5. Nxe5 5... dxe5 6. Qxg4
99,2026-04-29,April,Wednesday,22,,2026-04-29 22:55:24,black,652,858,-206,win,1,0,0,Italian Game,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... d5
98,2026-04-29,April,Wednesday,22,,2026-04-29 22:50:15,black,652,617,35,win,1,0,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6,,,1. d4 1... d5 2. Nf3 2... Nc6 3. Bf4 3... Nf6 4. Bg5 4... h6 5. Bh4 5... Bf5 6. c3 6... e6 7. e3 7... Bd6 8. Bb5 8... O-O 9. O-O 9... a6 10. Bxc6 10... bxc6 11. Qa4 11... c5 12. Qc6 12... cxd4 13. Nbd2 13... dxe3 14. fxe3 14... Qb8 15. b3 15... Ne4 16. Nxe4 16... Bxe4 17. Nd2 17... Qb5 18. Nxe4 18... Qxc6 19. Nxd6 19... Qxd6 20. c4 20... dxc4 21. Rfd1 21... Qc5 22. Rac1 22... Qxe3+ 23. Bf2 23... Qe2 24. Re1 24... Qxa2 25. Rxc4 25... Qxb3 26. Rec1 26... a5 27. Rxc7 27... a4 28. R1c3 28... Qd1+ 29. Be1 29... Qxe1#
94,2026-04-29,April,Wednesday,1,,2026-04-29 01:56:55,white,622,641,-19,loss,0,1,0,Dutch Defense 2.Bf4,65.5,71.83,1. d4 1... f5 2. Bf4 2... d6 3. e3 3... Nf6 4. Bd3 4... Nc6 5. c3 5... e6 6. Nf3 6... Be7 7. O-O 7... O-O 8. Nbd2 8... a6 9. e4 9... fxe4 10. Nxe4 10... Nxe4 11. Bxe4 11... d5 12. Bd3 12... b5 13. Re1 13... Rxf4 14. g3 14... Rf7 15. Qc2 15... g6 16. Rad1 16... Bf6 17. a4 17... bxa4 18. Qxa4 18... Qd7 19. Re3 19... e5 20. Qc2 20... exd4 21. cxd4 21... Bxd4 22. Re2 22... Rxf3 23. Kg2 23... Rf6 24. Ra1 24... Nb4 25. Qb3 25... Nxd3 26. Qxd3 26... Bb6 27. Rae1 27... Bb7 28. Kg1 28... d4 29. Qb3+ 29... Kg7 30. Re7+ 30... Qxe7 31. Rxe7+ 31... Kh6 32. f4 32... Rd6 33. h4 33... d3+ 34. Kh2 34... d2 35. g4 35... d1=Q 36. g5+ 36... Kh5 37. Rxh7+ 37... Kg4 38. Qg3+ 38... Kf5 39. Rf7+ 39... Ke6 40. f5+ 40... Kxf7 41. fxg6+ 41... Kxg6 42. h5+ 42... Qxh5+ 43. Qh3 43... Qxh3+ 44. Kxh3 44... Rd4 45. Kg3 45... Re8 46. Kh3 46... Re3+ 47. Kh2 47... Rd2+ 48. Kg1 48... Re1#
96,2026-04-29,April,Wednesday,15,,2026-04-29 15:08:42,black,636,632,4,win,1,0,0,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6,78.64,69.18,1. b3 1... e5 2. Bb2 2... Nc6 3. g3 3... d6 4. Bg2 4... Bd7 5. d3 5... Nf6 6. e3 6... Nh5 7. Qxh5 7... g6 8. Qd1 8... Bg7 9. Ne2 9... Bg4 10. h3 10... Bf5 11. Nd2 11... O-O 12. a3 12... Re8 13. O-O 13... d5 14. Nc3 14... d4 15. Ne2 15... dxe3 16. fxe3 16... Qd7 17. Kh2 17... Re7 18. e4 18... Be6 19. Nf3 19... f6 20. Qd2 20... Rd8 21. Rad1 21... f5 22. exf5 22... Bxf5 23. Nh4 23... Rf8 24. c4 24... Bf6 25. Nxf5 25... gxf5 26. b4 26... Nd4 27. Nxd4 27... exd4 28. Bxb7 28... h5 29. Bd5+ 29... Kg7 30. Rf2 30... h4 31. g4 31... Qd6+ 32. Qf4 32... Be5 33. Qxe5+ 33... Qxe5+ 34. Kg1 34... Qg3+ 35. Rg2 35... Qe3+ 36. Kh2 36... Qf4+ 37. Kg1 37... Kh6 38. b5 38... Qe3+ 39. Kh2 39... f4 40. g5+ 40... Kg6 41. Bc1 41... Qe5 42. Be4+ 42... Kg7 43. Bb2 43... f3+ 44. Rg3 44... Qxg3+ 45. Kh1 45... Qg2#
95,2026-04-29,April,Wednesday,13,,2026-04-29 13:53:37,black,628,530,98,win,1,0,0,Giuoco Piano Game 4.O O Nf6 5.Nc3 d6,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. Nc3 4... Bc5 5. O-O 5... d6 6. h3 6... Be6 7. Bxe6 7... fxe6 8. a3 8... d5 9. d3 9... Nd4 10. Nxd4 10... exd4 11. Nb5 11... dxe4 12. dxe4 12... Nxe4 13. Qh5+ 13... g6 14. Qxc5 14... Nxc5
93,2026-04-29,April,Wednesday,0,,2026-04-29 00:56:21,white,630,616,14,win,1,0,0,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Bf5 4.e3,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Bf5 4. Nf3 4... Nb4 5. Bd3 5... e6 6. Nc3 6... Bg4 7. Nb5 7... Bxf3 8. Nxc7+ 8... Kd7 9. Bb5+ 9... Nc6 10. Qxf3 10... Rc8 11. Nxd5 11... Bd6 12. Nc3 12... Kc7 13. O-O 13... Kb8 14. Ne4 14... Bxf4 15. Qxf4+ 15... Ka8 16. Qxf7 16... a6 17. Ba4 17... Nh6 18. Qxg7 18... Rg8 19. Qxh6 19... Nxd4 20. Qxh7 20... Ne2+ 21. Kh1 21... Nf4 22. g3
97,2026-04-29,April,Wednesday,22,,2026-04-29 22:26:35,white,644,612,32,win,1,0,0,Queens Pawn Opening Accelerated London System 2...Bf5 3.e3,83.22,75.84,1. d4 1... d5 2. Bf4 2... Bf5 3. e3 3... Nc6 4. Nc3 4... e6 5. Nf3 5... Bd6 6. Bg3 6... Nf6 7. Bb5 7... O-O 8. Ne5 8... Nxe5 9. dxe5 9... a6 10. Bd3 10... Bg4 11. f3 11... Bf5 12. exd6 12... cxd6 13. e4 13... dxe4 14. fxe4 14... Bg4 15. Qd2 15... Qb6 16. Na4 16... Qd4 17. Nc3 17... d5 18. e5 18... Nd7 19. h3 19... Bh5 20. Qg5 20... g6 21. Qf4 21... Qxf4 22. Bxf4 22... f6 23. g4 23... fxe5 24. Bh6 24... Rf3 25. gxh5 25... gxh5 26. Rg1+ 26... Kf7 27. Rg7+ 27... Ke8 28. Rg8+
107,2026-04-30,April,Thursday,20,,2026-04-30 20:51:51,white,663,625,38,win,1,0,0,Queens Pawn Opening Accelerated London System 2...e6 3.e3,,,1. d4 1... d5 2. Bf4 2... e6 3. e3 3... b6 4. Bd3 4... Bb7 5. Nf3 5... Nf6 6. Ne5 6... Nbd7 7. Nc3 7... Ne4 8. O-O 8... Ndf6 9. Bb5+ 9... Nd7 10. Bxd7+
108,2026-04-30,April,Thursday,21,,2026-04-30 21:17:32,black,673,750,-77,win,1,0,0,Pirc Defense Modern Defense Geller System 2...Nf6,,,1. e4 1... d6 2. Nf3 2... Nf6 3. Bc4 3... g6 4. d3 4... Bg7 5. Ng5 5... O-O 6. Bxf7+ 6... Rxf7 7. Nxf7 7... Kxf7 8. Nc3 8... Nc6 9. Be3 9... Ng4 10. Qf3+ 10... Kg8 11. h3 11... Nxe3 12. Qxe3 12... Qf8 13. Nd5 13... Bd4 14. Qf3 14... Bxb2 15. Qxf8+ 15... Kxf8 16. Rb1 16... Be5 17. Nxc7 17... Rb8 18. Nd5 18... Be6 19. O-O 19... Bxd5 20. exd5 20... Nd4 21. c3 21... Ne2+ 22. Kh1 22... Nxc3 23. Rb2 23... Nxd5 24. Rfb1 24... b6 25. a4 25... Kg7 26. a5 26... Rf8 27. f3 27... Bxb2 28. Rxb2 28... Rc8 29. axb6 29... axb6 30. Rb5 30... Rc1+ 31. Kh2 31... Nf4 32. Rxb6 32... Nxd3 33. Rb7 33... Kf7 34. g4 34... Rc2+ 35. Kg3 35... Nc5 36. Rb4 36... d5 37. Rf4+ 37... Kg7 38. h4 38... e5 39. Rb4 39... d4 40. h5 40... gxh5 41. gxh5 41... Kf6
106,2026-04-30,April,Thursday,20,,2026-04-30 20:15:23,black,656,576,80,win,1,0,0,Kings Pawn Opening 1...e5,79.04,68.85,1. e4 1... e5 2. Qh5 2... Nf6 3. Qxe5+ 3... Be7 4. f3 4... Nc6 5. Qc3 5... Bb4 6. Qc4 6... d5 7. exd5 7... Nxd5 8. c3 8... Qe7+ 9. Be2 9... Nb6 10. cxb4 10... Nxc4 11. b3 11... Nd6 12. a3 12... O-O 13. Nc3 13... Re8 14. Nd5 14... Qd7 15. Nh3 15... Nd4 16. O-O 16... Nxe2+ 17. Kh1 17... Nxc1 18. Raxc1 18... Qe6 19. Nxc7 19... Qxb3 20. Nxa8 20... Qxa3 21. Rc7 21... Bxh3 22. gxh3 22... Rxa8 23. Rd7 23... g6 24. Rxd6 24... Qxb4 25. Rd7 25... Qc4 26. Rf2 26... Qc1+ 27. Kg2 27... b5 28. f4 28... b4 29. Kg3 29... b3 30. Rb7 30... b2 31. Re2 31... b1=Q 32. Kh4 32... Qxb7
102,2026-04-30,April,Thursday,18,,2026-04-30 18:49:36,white,643,625,18,loss,0,1,0,Queens Pawn Opening Accelerated London System,72.78,85.16,1. d4 1... d5 2. Bf4 2... Nc6 3. c3 3... e6 4. e3 4... Nf6 5. Bd3 5... h6 6. Nf3 6... g5 7. Bg3 7... Bd6 8. Ne5 8... h5 9. O-O 9... h4 10. Nxc6 10... bxc6 11. Qf3 11... hxg3 12. Qxf6 12... Qxf6 13. fxg3 13... Qh6 14. Nd2 14... Qxh2+ 15. Kf2 15... Bxg3+ 16. Ke2 16... Qxg2+ 17. Kd1 17... Rh1 18. Kc2 18... Rh2 19. Kb3 19... Qxd2 20. Kb4 20... Rb8+ 21. Kc5 21... Bd6+ 22. Kxc6 22... Rb7 23. Rfd1 23... Qxb2 24. Rab1 24... Qxc3+ 25. Bc4 25... Qxc4#
104,2026-04-30,April,Thursday,19,,2026-04-30 19:07:31,white,657,575,82,win,1,0,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... Nf6 4. Nc3 4... Bf5 5. Nb5 5... e5 6. Nxc7+ 6... Qxc7 7. dxe5 7... Nxe5 8. Bb5+ 8... Bd7 9. Qe2
103,2026-04-30,April,Thursday,18,,2026-04-30 18:56:21,black,651,623,28,win,1,0,0,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 d6 3.e3 Nf6 4.c4,,,1. e3 1... e5 2. c4 2... d6 3. b3 3... Nf6 4. Bb2 4... d5 5. d4 5... dxc4 6. Bxc4 6... Nc6 7. dxe5 7... Qxd1+ 8. Kxd1 8... Ne4 9. Nf3 9... Nxf2+ 10. Ke2 10... Nxh1 11. Ng5 11... Bg4+ 12. Kf1 12... O-O-O 13. Nxf7 13... Rd1#
105,2026-04-30,April,Thursday,19,,2026-04-30 19:25:28,white,649,679,-30,loss,0,1,0,Queens Pawn Opening Accelerated London Steinitz Countergambit,,,1. d4 1... d5 2. Bf4 2... c5 3. dxc5 3... e6 4. Nc3 4... Bxc5 5. e3 5... f5 6. Nb5 6... Na6 7. Nf3 7... Nf6 8. Qe2 8... Qa5+ 9. c3 9... O-O 10. b4 10... Nxb4 11. cxb4 11... Qxb4+ 12. Nd2 12... Ne4 13. Nc7 13... Rb8 14. Nxe6 14... Bxe6 15. Bxb8 15... Rxb8 16. f3 16... Nxd2 17. Qxd2 17... Qa4 18. Be2 18... Bb4 19. Bd1 19... Qa5 20. Qxb4 20... Qxb4+ 21. Kf1 21... Qb2 22. g3 22... Qxa1 23. Ke2 23... Qxa2+ 24. Ke1 24... d4 25. exd4 25... Re8 26. Rf1 26... Bc4+ 27. Be2 27... Qxe2#
109,2026-05-01,May,Friday,1,,2026-05-01 01:51:01,black,665,664,1,loss,0,1,0,Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation 5...d6 6.Be3 Bb6,,,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Bc5 4. d3 4... d6 5. Be3 5... Bb6 6. Nc3 6... Nf6 7. O-O 7... O-O 8. a3 8... Bxe3 9. fxe3 9... Ng4 10. h3 10... Nxe3 11. Qe2 11... Nxf1 12. Rxf1 12... Be6 13. b3 13... Nd4 14. Nxd4 14... exd4 15. Nd5 15... Qg5 16. Qf3 16... c6 17. Nc7 17... Rae8 18. Nxe8 18... Rxe8 19. Bxe6 19... Rxe6 20. Qxf7+ 20... Kh8 21. Qf8#
110,2026-05-01,May,Friday,2,,2026-05-01 02:16:12,white,671,562,109,win,1,0,0,Queens Pawn Opening Accelerated London System 2...e6 3.e3,,,1. d4 1... d5 2. Bf4 2... e6 3. e3 3... g5 4. Bg3 4... Bd6 5. Nf3 5... h5 6. h4 6... g4 7. Ng5 7... f6 8. Nf7 8... Kxf7 9. Nc3 9... Ke8 10. Bd3 10... b6 11. e4 11... e5 12. dxe5 12... fxe5 13. Nxd5 13... Nc6 14. Bb5 14... Bb7 15. f3 15... a6 16. Bd3 16... Nd4 17. fxg4 17... Bxd5 18. exd5 18... e4 19. Bxd6 19... cxd6 20. gxh5 20... exd3 21. Qxd3 21... Qe7+ 22. Kd2 22... Nb5 23. Rae1 23... Rxh5 24. Rxe7+ 24... Kxe7 25. Qe2+ 25... Re5 26. Qf3 26... Nd4 27. Qg4 27... Nb5 28. Qg7+
111,2026-05-02,May,Saturday,2,,2026-05-02 02:30:07,white,665,746,-81,loss,0,1,0,Old Benoni Defense 2.dxc5,58.11,69.7,1. d4 1... c5 2. dxc5 2... e5 3. Nf3 3... Nc6 4. Be3 4... Qa5+ 5. Nbd2 5... Nf6 6. g3 6... Bxc5 7. Bxc5 7... Qxc5 8. Bg2 8... d6 9. Nb3 9... Qd5 10. Qxd5 10... Nxd5 11. Ng5 11... Ndb4 12. O-O-O 12... O-O 13. Rxd6 13... h6 14. Ne4 14... Be6 15. Rhd1 15... Nxa2+ 16. Kb1 16... Nab4 17. f4 17... exf4 18. gxf4 18... Bf5 19. c3 19... Na6 20. Nd4 20... Nxd4 21. cxd4 21... Rfe8 22. Ka1 22... Bxe4 23. Bxe4 23... Rxe4 24. f5 24... f6 25. Rg1 25... Rxe2 26. Rxf6 26... Kh7 27. Rf7 27... Rg8 28. f6 28... Nb4 29. Rgxg7+ 29... Rxg7 30. fxg7 30... Re1#
112,2026-05-02,May,Saturday,2,,2026-05-02 02:41:24,black,672,604,68,win,1,0,0,Queens Gambit Declined Ragozin Defense 5.Bg5 Nbd7 6.cxd5 exd5,,,1. d4 1... d5 2. c4 2... e6 3. Nf3 3... Nf6 4. cxd5 4... exd5 5. Nc3 5... Bb4 6. Bg5 6... Nbd7 7. a3 7... Ba5 8. e4 8... dxe4 9. Ne5 9... O-O 10. b4 10... Bb6 11. Nxe4 11... Nxe5 12. dxe5 12... Qxd1+ 13. Rxd1 13... Nxe4 14. Be7 14... Re8 15. Rd8 15... Rxd8 16. Bxd8 16... Bxf2+ 17. Ke2 17... Bg4+ 18. Kd3 18... Rxd8+ 19. Kxe4 19... Rd4#
113,2026-05-02,May,Saturday,3,,2026-05-02 03:13:57,black,667,797,-130,loss,0,1,0,Kings Pawn Opening 1...e5,,,1. e4 1... e5 2. Qh5 2... Nc6 3. Bc4 3... g6 4. Qf3 4... Nf6 5. c3 5... d6 6. Bxf7+ 6... Kxf7 7. d3 7... Bg4 8. Qg3 8... d5 9. h3 9... Be6 10. Nd2 10... dxe4 11. Nxe4 11... Nxe4 12. dxe4 12... Kg7 13. Nf3 13... Bd6 14. Bg5 14... Qd7 15. Qh4 15... h5 16. Bf6+ 16... Kg8 17. Bxh8 17... Kxh8 18. Qf6+ 18... Kg8 19. Qxg6+ 19... Kf8 20. Ng5 20... Ke7 21. Qxh5 21... Rd8 22. Qh4 22... Bc5 23. Nh7+ 23... Kf7 24. Qf6+ 24... Kg8 25. O-O 25... Qxh7 26. Qxe6+ 26... Kf8 27. Qc4 27... Bb6 28. Rae1 28... Ne7 29. a4 29... Ng6 30. a5 30... Bxa5 31. Qc5+ 31... Ke8 32. Qxa5 32... Qg7 33. Re3 33... Nf4 34. Rg3 34... Ne2+ 35. Kh2 35... Nxg3 36. fxg3 36... Rd2 37. Rf5 37... b6 38. Qxa7 38... Rd3 39. Qa8+ 39... Kd7 40. g4 40... Qh7 41. Qa4+ 41... Ke7 42. Rxe5+ 42... Kf7 43. Qd7+ 43... Kg6 44. Qf5+ 44... Kg7 45. Re7+ 45... Kh6 46. Qxh7+ 46... Kg5 47. Qf5+ 47... Kh4 48. Rh7#
114,2026-05-02,May,Saturday,3,,2026-05-02 03:29:10,white,661,770,-109,loss,0,1,0,Queens Pawn Opening Accelerated London System,,,1. d4 1... d5 2. Bf4 2... Nc6 3. e3 3... f6 4. Bd3 4... g5 5. Qh5+ 5... Kd7 6. Bf5+ 6... e6 7. Qf7+ 7... Qe7 8. Qxe6+ 8... Qxe6 9. Bxe6+ 9... Kxe6 10. Bxc7 10... Nb4 11. Kd2 11... Na6 12. Bg3 12... f5 13. Nf3 13... Bd6 14. Nxg5+ 14... Kf6 15. Bxd6 15... Kxg5 16. h4+ 16... Kg4 17. f3+ 17... Kh5 18. Nc3 18... Nf6 19. Be5 19... Rf8 20. g4+ 20... fxg4 21. fxg4+ 21... Nxg4 22. Ke2 22... Rf2+
119,2026-05-03,May,Sunday,2,,2026-05-03 02:10:13,black,687,764,-77,win,1,0,0,Petrovs Defense 3.d3 Nc6 4.c3,,,1. e4 1... e5 2. Nf3 2... Nc6 3. c3 3... Nf6 4. d3 4... d6 5. Bg5 5... Be7 6. d4 6... exd4 7. Nxd4 7... Nxe4 8. Bxe7 8... Qxe7 9. Be2 9... Bg4 10. f3 10... Qh4+ 11. g3 11... Nxg3 12. hxg3 12... Qxh1+ 13. Kd2 13... Qxd1+ 14. Bxd1 14... Bd7 15. Nxc6 15... Bxc6 16. Bb3 16... O-O 17. f4 17... d5 18. Kc2 18... Rae8 19. Nd2 19... Re2 20. Rh1 20... h6 21. g4 21... f6 22. Ba4 22... Bxa4+ 23. b3 23... Bc6 24. a4 24... d4 25. Ra1 25... Be4+ 26. Kd1 26... Re3 27. cxd4 27... Bf3+ 28. Kc2 28... Bxg4 29. Nc4 29... Re2+ 30. Kd3 30... Rfe8 31. a5 31... Bf5+ 32. Kc3 32... Rc2+ 33. Kb4 33... h5 34. d5 34... h4 35. d6 35... Re4 36. dxc7 36... h3 37. Rh1 37... Re7 38. Nd6 38... Bd7 39. Nxb7 39... Rxc7 40. Nc5 40... g5 41. fxg5 41... fxg5 42. Nxd7 42... Rcxd7 43. Rxh3 43... Rg7 44. Rg3 44... g4 45. Kc5 45... Rdf7 46. b4 46... Rf3 47. Rg1 47... g3 48. b5 48... g2 49. b6 49... axb6+ 50. axb6 50... Rf1 51. Rxg2 51... Rxg2 52. b7 52... Rf8 53. Kb6 53... Rg7 54. Ka7 54... Rxb7+ 55. Kxb7 55... Rf7+ 56. Kc6 56... Rf1 57. Kd6 57... Kf8 58. Ke5 58... Ra1 59. Kd4 59... Ra5 60. Kc4 60... Ke7 61. Kb4 61... Rh5 62. Ka3 62... Rh4 63. Kb2 63... Rh3 64. Ka2 64... Kd6 65. Kb2 65... Kc5 66. Kc2 66... Kd4 67. Kd2 67... Rh2+ 68. Ke1 68... Ke3 69. Kf1 69... Kf3 70. Ke1 70... Ra2 71. Kd1 71... Ke3 72. Ke1 72... Ra1#
115,2026-05-03,May,Sunday,0,,2026-05-03 00:34:03,black,671,729,-58,win,1,0,0,Vienna Game Max Lange Defense,87.36,79.26,1. Nc3 1... e5 2. e4 2... Nc6 3. d3 3... d6 4. Nf3 4... Nf6 5. h3 5... Be6 6. a4 6... d5 7. Ng5 7... Bb4 8. Nxe6 8... fxe6 9. Bd2 9... d4 10. Ne2 10... Qd6 11. Bxb4 11... Qxb4+ 12. c3 12... Qxb2 13. Qc1 13... Qxc1+ 14. Nxc1 14... dxc3 15. a5 15... Nd4 16. Rb1 16... c2 17. Rxb7 17... O-O 18. Rxc7 18... Rab8 19. Ne2 19... Rb1+ 20. Kd2 20... a6 21. Nxd4 21... exd4 22. Kxc2 22... Ra1 23. Kb2 23... Rxa5 24. Be2 24... Rb8+ 25. Kc2 25... Ra2+ 26. Kd1 26... Rb1+ 27. Rc1 27... Rxc1+ 28. Kxc1 28... Ra1+ 29. Kd2 29... Rxh1 30. Bf3 30... Rb1 31. e5 31... Nd5 32. Kc2 32... Rb8 33. Kd2 33... a5 34. Bg4 34... a4 35. Bxe6+ 35... Kf8 36. Bxd5 36... Ke7 37. Kc1 37... a3 38. Ba2 38... Rb2 39. Bc4 39... Rxf2 40. Bd5 40... a2 41. Bxa2 41... Rxa2 42. g4 42... Rh2 43. h4 43... Rxh4 44. Kb2 44... Rxg4 45. Kb3 45... Ke6 46. Kc4 46... Kxe5 47. Kc5 47... h5
